m,k,nodes,edges,girth,is_bipartite,spectral_asymmetry,diameter,radius,graph_energy,lambda_max,lambda_min,algebraic_connectivity,avg_clustering_coeff,avg_shortest_path
6,28,360,540,5,False,0.003654295400281171,59,30,565.0015065732366,2.9999999999999902,-2.996345704599709,0.0036542954002939223,0.0,20.41485608170845
6,29,372,558,5,False,0.0034224032127117,61,31,583.868509421306,3.0000000000000084,-2.9965775967872967,0.003422403212700702,0.0,21.07068950526041
6,30,384,576,5,False,0.0032119016038567594,63,32,602.7354418750958,3.000000000000002,-2.9967880983961455,0.0032119016038550134,0.0,21.727154046997388
6,31,396,594,5,False,0.0030202385914677166,65,33,621.6023103350996,2.9999999999999947,-2.996979761408527,0.003020238591467209,0.0,22.384196394322977
6,32,408,612,5,False,0.002845231693884731,67,34,640.4691204486694,3.0000000000000053,-2.9971547683061206,0.0028452316938628913,0.0,23.04176904176904
6,33,420,630,5,False,0.0026850055456431043,69,35,659.3358772176309,2.9999999999999942,-2.997314994454351,0.002685005545637072,0.0,23.69982952608251
6,34,432,648,5,False,0.002537941463312432,71,36,678.2025850879575,3.0000000000000075,-2.997462058536695,0.002537941463312349,0.0,24.358339778293374
6,35,444,666,5,False,0.0024026364152818225,73,37,697.0692480249,2.999999999999997,-2.997597363584715,0.0024026364152634322,0.0,25.017265572570313
6,36,456,684,5,False,0.002277869443748415,75,38,715.9358695762529,2.9999999999999973,-2.997722130556249,0.002277869443747588,0.0,25.676576055523423
6,37,468,702,5,False,0.0021625740315989184,77,39,734.8024529258805,3.000000000000006,-2.9978374259684073,0.0021625740315951787,0.0,26.336243342667327
6,38,480,720,5,False,0.002055815240633585,79,40,753.6690009392181,3.0000000000000004,-2.997944184759367,0.002055815240628672,0.0,26.99624217118998
6,39,492,738,5,False,0.001956770702773447,81,41,772.5355162021121,2.9999999999999947,-2.9980432292972212,0.0019567707027681905,0.0,27.65654960011922
6,40,504,756,5,False,0.001864714739378659,83,42,791.4020010541064,2.999999999999997,-2.9981352852606182,0.0018647147393841728,0.0,28.317144750544355
6,41,516,774,5,False,0.0017790050341046637,85,43,810.2684576170855,2.9999999999999942,-2.9982209949658896,0.0017790050341147498,0.0,28.97800857981486
6,42,528,792,5,False,0.0016990714004383456,87,44,829.1348878200173,3.0000000000000004,-2.998300928599562,0.0016990714004340023,0.0,29.639123684664483
6,43,540,810,5,False,0.0016244062760844002,89,45,848.001293420386,3.000000000000006,-2.998375593723922,0.0016244062760777064,0.0,30.300474129045558
6,44,552,828,5,False,0.0015545566473660344,91,46,866.8676760228345,2.9999999999999964,-2.9984454433526304,0.0015545566473669872,0.0,30.962045293142904
6,45,564,846,5,False,0.0014891171628788058,93,47,885.7340370954287,2.9999999999999964,-2.9985108828371176,0.0014891171628818943,0.0,31.623823740599374
6,46,576,864,5,False,0.0014277242403499812,95,48,904.6003779838845,3.000000000000004,-2.998572275759654,0.0014277242403535311,0.0,32.285797101449276
6,47,588,882,5,False,0.0013700510064085236,97,49,923.4666999240515,2.9999999999999987,-2.99862994899359,0.0013700510064054,0.0,32.94795396864027
6,48,600,900,5,False,0.0013158029373827596,99,50,942.3330040529052,2.999999999999997,-2.998684197062614,0.0013158029373793465,0.0,33.61028380634391
6,49,612,918,5,False,0.0012647140922590339,101,51,961.199291418239,3.0000000000000058,-2.9987352859077467,0.0012647140922517875,0.0,34.27277686852155
6,50,624,936,5,False,0.0012165438476068324,103,52,980.065562987237,2.999999999999999,-2.9987834561523923,0.0012165438476131791,0.0,34.935424126435365
7,0,28,42,5,False,0.6680849422500517,6,6,42.26167729567951,3.0000000000000053,-2.3319150577499537,0.43775781134269787,0.0,3.185185185185185
7,1,42,63,5,False,0.3542486889354075,7,7,64.48164480176189,2.9999999999999916,-2.645751311064584,0.3386123569111912,0.0,3.9430894308943087
7,2,56,84,5,False,0.2020673480681956,9,8,86.48217986417005,3.0000000000000075,-2.797932651931812,0.2020673480681835,0.0,4.590909090909091
7,3,70,105,5,False,0.1301449553157199,10,9,108.51284156215227,3.000000000000004,-2.869855044684284,0.13014495531572595,0.0,5.168115942028986
7,4,84,126,5,False,0.09068708882355825,12,9,130.62054302462704,2.999999999999984,-2.9093129111764258,0.09068708882359175,0.0,5.720883534136546
7,5,98,147,5,False,0.06676365227592607,13,10,152.70654501731812,2.999999999999992,-2.933236347724066,0.06676365227592448,0.0,6.266568483063328
7,6,112,168,5,False,0.05118360523324261,15,10,174.78118366869666,2.999999999999997,-2.9488163947667543,0.05118360523324402,0.0,6.8175675675675675
7,7,126,189,5,False,0.04047799752332981,17,11,196.84940593513193,3.000000000000005,-2.959522002476675,0.040477997523321575,0.0,7.378666666666667
7,8,140,210,5,False,0.032808387518469484,19,11,218.91384444473914,2.99999999999999,-2.9671916124815203,0.032808387518486734,0.0,7.951079136690647
7,9,154,231,5,False,0.027127332955874994,21,12,240.97599361187255,2.999999999999997,-2.972872667044122,0.027127332955890926,0.0,8.534165181224004
7,10,168,252,5,False,0.0228027769131236,23,12,263.03673555521016,3.0000000000000075,-2.977197223086884,0.022802776913118113,0.0,9.126746506986027
7,11,182,273,5,False,0.019435075408654967,25,13,285.0966037298302,2.999999999999998,-2.980564924591343,0.019435075408649867,0.0,9.727581810454739
7,12,196,294,5,False,0.016761550139277936,27,14,307.15592575692835,2.999999999999987,-2.983238449860709,0.016761550139297976,0.0,10.335531135531136
7,13,210,315,5,False,0.014603811395338173,29,15,329.2149048866622,3.000000000000008,-2.98539618860467,0.014603811395341417,0.0,10.949601275917065
7,14,224,336,5,False,0.012837279019950909,31,16,351.2736680652232,2.9999999999999916,-2.9871627209800407,0.012837279019964114,0.0,11.568946188340806
7,15,238,357,5,False,0.011372823730678494,33,17,373.33229494574164,2.999999999999997,-2.9886271762693184,0.011372823730666136,0.0,12.192851824274014
7,16,252,378,5,False,0.010145319242273132,35,18,395.39083566639425,3.000000000000006,-2.989854680757733,0.010145319242277346,0.0,12.820717131474103
7,17,266,399,5,False,0.009106285136349701,37,19,417.4493218581067,2.9999999999999987,-2.990893714863649,0.009106285136344056,0.0,13.452035749751738
7,18,280,420,5,False,0.008219031683537548,39,20,439.5077735085815,3.00000000000001,-2.9917809683164727,0.008219031683544849,0.0,14.086379928315413
7,19,294,441,5,False,0.007455379630823433,41,21,461.5662032634369,3.0000000000000107,-2.9925446203691872,0.0074553796308189195,0.0,14.723386965707785
7,20,308,462,5,False,0.006793397120123501,43,22,483.6246191306112,2.999999999999995,-2.9932066028798716,0.006793397120108706,0.0,15.362748001184483
7,21,322,483,5,False,0.006215808688724511,45,23,505.68302618493385,2.999999999999998,-2.9937841913112733,0.00621580868871212,0.0,16.00419883516186
7,22,336,504,5,False,0.005708857593312633,47,24,527.7414276443884,3.0000000000000093,-2.9942911424066967,0.005708857593289226,0.0,16.647512437810946
7,23,350,525,5,False,0.0052614796516921025,49,25,549.7998255505624,3.0000000000000044,-2.9947385203483123,0.005261479651710185,0.0,17.292492836676217
7,24,364,546,5,False,0.004864694810563286,51,26,571.8582211992768,3.0000000000000075,-2.9951353051894443,0.004864694810556603,0.0,17.9389701207883
7,25,378,567,5,False,0.00451115325599627,53,27,593.9166154133297,3.000000000000014,-2.995488846744018,0.004511153255991812,0.0,18.586796345417035
7,26,392,588,5,False,0.004194792785557233,55,28,615.9750087153537,3.0000000000000013,-2.995805207214444,0.004194792785588332,0.0,19.23584216295214
7,27,406,609,5,False,0.003910577332932874,57,29,638.0334014374298,2.9999999999999947,-2.996089422667062,0.003910577332939961,0.0,19.885994040017028
7,28,420,630,5,False,0.003654295400290053,59,30,660.0917937906261,2.999999999999997,-2.996345704599707,0.003654295400296792,0.0,20.537151949085125
7,29,434,651,5,False,0.003422403212677949,61,31,682.150185909136,2.9999999999999916,-2.9965775967873136,0.0034224032126847705,0.0,21.189227445429488
7,30,448,672,5,False,0.0032119016038816284,63,32,704.2085778782998,3.0000000000000098,-2.996788098396128,0.003211901603851212,0.0,21.84214205816555
7,31,462,693,5,False,0.003020238591454394,65,33,726.2669697524027,2.9999999999999747,-2.9969797614085203,0.0030202385914633646,0.0,22.495825938342207
7,32,476,714,5,False,0.0028452316938629707,67,34,748.3253615659846,2.9999999999999956,-2.9971547683061326,0.0028452316938765076,0.0,23.150216718266254
7,33,490,735,5,False,0.002685005545632446,69,35,770.3837533410282,3.0000000000000093,-2.997314994454377,0.002685005545632305,0.0,23.805258545135846
7,34,504,756,5,False,0.0025379414633404096,71,36,792.4421450915272,2.999999999999999,-2.9974620585366587,0.002537941463317627,0.0,24.460901259111996
7,35,518,777,5,False,0.002402636415255621,73,37,814.5005368263895,2.9999999999999925,-2.997597363584737,0.002402636415274252,0.0,25.117099691567777
7,36,532,798,5,False,0.0022778694437604052,75,38,836.5589285512888,3.0000000000000115,-2.997722130556251,0.002277869443749702,0.0,25.773813063732778
7,37,546,819,5,False,0.002162574031606024,77,39,858.6173202698395,2.9999999999999964,-2.9978374259683904,0.0021625740315982522,0.0,26.43100446953658
7,38,560,840,5,False,0.002055815240638914,79,40,880.6757119843435,3.00000000000002,-2.997944184759381,0.0020558152406311998,0.0,27.088640429338103
7,39,574,861,5,False,0.0019567707027667858,81,41,902.7341036962686,3.0,-2.998043229297233,0.001956770702757202,0.0,27.74669050355425
7,40,588,882,5,False,0.0018647147393950902,83,42,924.7924954065479,3.0000000000000053,-2.9981352852606102,0.0018647147394026229,0.0,28.405126957086072
7,41,602,903,5,False,0.0017790050341273123,85,43,946.8508871157792,3.0000000000000075,-2.9982209949658802,0.0017790050341227937,0.0,29.06392446697365
7,42,616,924,5,False,0.001699071400415697,87,44,968.9092788243411,2.9999999999999902,-2.9983009285995745,0.001699071400435099,0.0,29.723059866962306
7,43,630,945,5,False,0.0016244062761008315,89,45,990.9676705324764,3.0000000000000098,-2.998375593723909,0.0016244062760756854,0.0,30.382511923688394
7,44,644,966,5,False,0.001554556647349603,91,46,1013.0260622403405,2.999999999999996,-2.9984454433526464,0.0015545566473692016,0.0,31.042261140036512
7,45,658,987,5,False,0.0014891171628654831,93,47,1035.0844539480304,2.999999999999986,-2.9985108828371203,0.0014891171628863568,0.0,31.702289581916514
7,46,672,1008,5,False,0.001427724240369077,95,48,1057.14284565561,3.0000000000000075,-2.9985722757596385,0.0014277242403585475,0.0,32.362580725285646
7,47,686,1029,5,False,0.0013700510063894278,97,49,1079.2012373631176,2.999999999999994,-2.9986299489936044,0.0013700510064040955,0.0,33.02311932072099
7,48,700,1050,5,False,0.0013158029373774305,99,50,1101.2596290705815,3.000000000000007,-2.9986841970626297,0.0013158029373756595,0.0,33.6838912732475
7,49,714,1071,5,False,0.001264714092244379,101,51,1123.3180207780147,2.999999999999971,-2.9987352859077268,0.0012647140922625825,0.0,34.34488353546187
7,50,728,1092,5,False,0.0012165438476032797,103,52,1145.37641248543,2.999999999999984,-2.9987834561523807,0.0012165438476076764,0.0,35.00608401227383
8,0,32,48,5,False,0.585786437626906,6,6,48.378900269985635,3.0,-2.414213562373094,0.34578818539002676,0.0,3.4516129032258065
8,1,48,72,5,False,0.3542486889354226,8,8,73.51849819607499,3.000000000000018,-2.6457513110645956,0.2686986839969047,0.0,4.24113475177305
8,2,64,96,5,False,0.20206734806819338,9,8,98.62906560279474,3.0000000000000013,-2.797932651931808,0.2020673480681851,0.0,4.916666666666667
8,3,80,120,5,False,0.1301449553157199,11,9,123.7225185065147,2.9999999999999933,-2.8698550446842734,0.13014495531572717,0.0,5.521518987341772
8,4,96,144,5,False,0.09068708882357202,12,10,148.82979145072636,2.999999999999993,-2.909312911176421,0.09068708882359028,0.0,6.082456140350877
8,5,112,168,5,False,0.0667636522759385,14,11,173.95542880438705,2.999999999999995,-2.9332363477240566,0.06676365227592362,0.0,6.628056628056628
8,6,128,192,5,False,0.05118360523326837,15,11,199.0977871095311,3.0000000000000018,-2.9488163947667334,0.0511836052332548,0.0,7.1702755905511815
8,7,144,216,5,False,0.04047799752331205,17,12,224.2539037241145,3.0000000000000053,-2.9595220024766933,0.040477997523306414,0.0,7.717948717948718
8,8,160,240,5,False,0.03280838751848991,19,12,249.42083966942144,2.9999999999999996,-2.9671916124815096,0.03280838751848736,0.0,8.274842767295597
8,9,176,264,5,False,0.02712733295586034,21,13,274.596058217073,2.999999999999989,-2.9728726670441286,0.027127332955882762,0.0,8.842077922077921
8,10,192,288,5,False,0.022802776913093403,23,13,299.7774999668034,2.9999999999999973,-2.977197223086904,0.02280277691311786,0.0,9.419284467713787
8,11,208,312,5,False,0.019435075408654967,25,14,324.9635524760848,3.0000000000000058,-2.980564924591351,0.01943507540864676,0.0,10.005574136008919
8,12,224,336,5,False,0.016761550139280157,27,14,350.1529843502572,2.9999999999999973,-2.983238449860717,0.016761550139296102,0.0,10.59993593850096
8,13,240,360,5,False,0.014603811395337729,29,15,375.3448723588875,3.000000000000001,-2.985396188604663,0.01460381139533371,0.0,11.20139470013947
8,14,256,384,5,False,0.012837279019969117,31,16,400.53853392546284,3.0,-2.987162720980031,0.012837279019954,0.0,11.80906862745098
8,15,272,408,5,False,0.011372823730677606,33,17,425.73346976495384,3.0000000000000036,-2.988627176269326,0.011372823730657367,0.0,12.422183633601042
8,16,288,432,5,False,0.010145319242272244,35,18,450.9293176394982,2.9999999999999933,-2.989854680757721,0.01014531924227887,0.0,13.04006968641115
8,17,304,456,5,False,0.009106285136345704,37,19,476.1258163750091,2.9999999999999964,-2.9908937148636507,0.009106285136346294,0.0,13.662150425568873
8,18,320,480,5,False,0.008219031683539768,39,20,501.32277855531765,2.999999999999997,-2.991780968316457,0.008219031683537022,0.0,14.287931034482758
8,19,336,504,5,False,0.007455379630802561,41,21,526.5200701746776,2.9999999999999942,-2.9925446203691917,0.007455379630813265,0.0,14.916986496090974
8,20,352,528,5,False,0.006793397120119948,43,22,551.7175956766548,2.999999999999996,-2.993206602879876,0.006793397120121107,0.0,15.548951048951048
8,21,368,552,5,False,0.006215808688730284,45,23,576.9152870617024,3.0000000000000004,-2.99378419131127,0.006215808688722362,0.0,16.183509062907238
8,22,384,576,5,False,0.005708857593292649,47,24,602.1130960149611,3.0000000000000018,-2.994291142406709,0.0057088575933020745,0.0,16.82038729329852
8,23,400,600,5,False,0.005261479651659684,49,25,627.310988247852,2.9999999999999782,-2.9947385203483186,0.005261479651702401,0.0,17.45934837092732
8,24,416,624,5,False,0.0048646948105610655,51,26,652.5089394474661,2.9999999999999845,-2.9951353051894234,0.00486469481056068,0.0,18.100185356811863
8,25,432,648,5,False,0.004511153255969624,53,27,677.7069323857306,2.9999999999999996,-2.99548884674403,0.004511153255995739,0.0,18.74271719515339
8,26,448,672,5,False,0.004194792785596757,55,28,702.9049548609726,3.0000000000000124,-2.9958052072144157,0.0041947927855719574,0.0,19.386784915308404
8,27,464,696,5,False,0.003910577332915555,57,29,728.1029982347031,2.99999999999999,-2.9960894226670742,0.003910577332938547,0.0,20.03224845460639
8,28,480,720,5,False,0.003654295400304708,59,30,753.3010563928308,3.0000000000000013,-2.9963457045996966,0.0036542954002903973,0.0,20.678983994432848
8,29,496,744,5,False,0.0034224032126846105,61,31,778.4991250089063,2.999999999999994,-2.996577596787309,0.003422403212692769,0.0,21.32688172043011
8,30,512,768,5,False,0.003211901603869194,63,32,803.6972010219597,3.0000000000000027,-2.9967880983961335,0.003211901603858942,0.0,21.975843933463796
8,31,528,792,5,False,0.003020238591479707,65,33,828.8952822666189,2.9999999999999942,-2.9969797614085145,0.003020238591471764,0.0,22.625783451210395
8,32,544,816,5,False,0.0028452316938825106,67,34,854.0933672112196,3.000000000000001,-2.9971547683061184,0.002845231693877409,0.0,23.27662225111039
8,33,560,840,5,False,0.002685005545631558,69,35,879.2914547724299,2.9999999999999933,-2.997314994454362,0.00268500554562062,0.0,23.928290314336827
8,34,576,864,5,False,0.002537941463302218,71,36,904.4895441840583,3.0000000000000018,-2.9974620585366996,0.0025379414633148515,0.0,24.580724637681158
8,35,592,888,5,False,0.0024026364152818225,73,37,929.6876349042421,3.0000000000000115,-2.9975973635847297,0.0024026364152835255,0.0,25.23386838615265
8,36,608,912,5,False,0.002277869443738645,75,38,954.8857265497759,2.9999999999999987,-2.99772213055626,0.0022778694437716783,0.0,25.88767016387757
8,37,624,936,5,False,0.0021625740316109088,77,39,980.0838188496649,3.000000000000005,-2.997837425968394,0.0021625740316091537,0.0,26.542083384780014
8,38,640,960,5,False,0.0020558152406371377,79,40,1005.2819116122732,3.000000000000004,-2.997944184759367,0.002055815240625355,0.0,27.19706572769953
8,39,656,984,5,False,0.0019567707027658976,81,41,1030.4800047020844,2.999999999999996,-2.99804322929723,0.0019567707027833975,0.0,27.852578663191213
8,40,672,1008,5,False,0.0018647147394057484,83,42,1055.6780980232693,3.0000000000000124,-2.9981352852606067,0.0018647147393942261,0.0,28.508587041373925
8,41,688,1032,5,False,0.0017790050341179864,85,43,1080.8761915080636,2.9999999999999973,-2.9982209949658793,0.0017790050341351354,0.0,29.165058731931893
8,42,704,1056,5,False,0.001699071400445451,87,44,1106.0742851085497,3.000000000000004,-2.9983009285995585,0.0016990714004435816,0.0,29.821964308806415
8,43,720,1080,5,False,0.0016244062760653044,89,45,1131.2723787908417,2.999999999999996,-2.9983755937239307,0.001624406276077222,0.0,30.479276773296245
8,44,736,1104,5,False,0.0015545566473718075,91,46,1156.470472530982,2.999999999999999,-2.9984454433526273,0.001554556647374034,0.0,31.136971310263235
8,45,752,1128,5,False,0.0014891171628730326,93,47,1181.6685663120272,2.9999999999999893,-2.9985108828371163,0.0014891171628801496,0.0,31.795025072952374
8,46,768,1152,5,False,0.001427724240353534,95,48,1206.8666601219961,2.999999999999998,-2.9985722757596442,0.0014277242403475342,0.0,32.453416992611906
8,47,784,1176,5,False,0.001370051006430284,97,49,1232.0647539524161,3.0000000000000124,-2.998629948993582,0.0013700510064044269,0.0,33.112127609664554
8,48,800,1200,5,False,0.0013158029373667723,99,50,1257.2628477973003,2.9999999999999947,-2.998684197062628,0.001315802937381393,0.0,33.77113892365457
8,49,816,1224,5,False,0.0012647140922625866,101,51,1282.4609416524104,3.0000000000000067,-2.998735285907744,0.0012647140922554317,0.0,34.430434259593405
8,50,832,1248,5,False,0.001216543847609941,103,52,1307.6590355147514,3.0000000000000098,-2.9987834561524,0.0012165438476132069,0.0,35.08999814866241
9,0,36,54,5,False,0.6269671404332295,7,7,54.023865597434515,2.9999999999999964,-2.373032859566767,0.2792980649754057,0.0,3.7142857142857144
9,1,54,81,5,False,0.35424868893542305,8,8,82.39658453588109,3.0000000000000187,-2.6457513110645956,0.21794571115355457,0.0,4.522012578616352
9,2,72,108,5,False,0.20206734806818272,10,9,110.76779278299381,3.0000000000000053,-2.7979326519318226,0.18811241600147655,0.0,5.22887323943662
9,3,90,135,5,False,0.130144955315739,11,10,139.20276012731387,3.000000000000001,-2.869855044684262,0.13014495531572262,0.0,5.858426966292135
9,4,108,162,5,False,0.09068708882358889,13,10,167.5876469484749,3.0000000000000004,-2.9093129111764116,0.09068708882359136,0.0,6.4392523364485985
9,5,126,189,5,False,0.0667636522759314,14,11,195.95026506216828,2.999999999999999,-2.9332363477240677,0.06676365227592643,0.0,6.990857142857143
9,6,144,216,5,False,0.05118360523326082,16,12,224.30169882626467,2.9999999999999956,-2.9488163947667347,0.05118360523326043,0.0,7.5323426573426575
9,7,162,243,5,False,0.04047799752331427,17,13,252.6469217388285,3.000000000000001,-2.9595220024766866,0.040477997523316864,0.0,8.072463768115941
9,8,180,270,5,False,0.032808387518500126,19,13,280.9883701923379,3.0000000000000204,-2.9671916124815203,0.0328083875184884,0.0,8.617877094972068
9,9,198,297,5,False,0.027127332955856343,21,14,309.32733583300563,2.9999999999999867,-2.9728726670441303,0.027127332955887356,0.0,9.171665897554222
9,10,216,324,5,False,0.022802776913103617,23,14,337.6645582025026,3.0000000000000004,-2.977197223086897,0.02280277691310077,0.0,9.734883720930233
9,11,234,351,5,False,0.019435075408646085,25,15,366.0004929399828,3.000000000000007,-2.980564924591361,0.019435075408649735,0.0,10.307362165731265
9,12,252,378,5,False,0.016761550139307246,27,15,394.3354397268224,3.000000000000004,-2.9832384498606968,0.01676155013931035,0.0,10.888446215139442
9,13,270,405,5,False,0.014603811395319521,29,16,422.6696066756583,3.0000000000000044,-2.985396188604685,0.014603811395342508,0.0,11.477323420074349
9,14,288,432,5,False,0.012837279019923376,31,16,451.0031446507644,2.9999999999999876,-2.987162720980064,0.012837279019945429,0.0,12.073170731707316
9,15,306,459,5,False,0.011372823730674497,33,17,479.33616669692344,2.9999999999999796,-2.988627176269305,0.011372823730667624,0.0,12.675216972034715
9,16,324,486,5,False,0.010145319242284678,35,18,507.6687597098695,2.9999999999999862,-2.9898546807577016,0.010145319242287754,0.0,13.282765737874097
9,17,342,513,5,False,0.009106285136349257,37,19,536.0009918374396,3.0000000000000178,-2.9908937148636685,0.009106285136338817,0.0,13.895199876524154
9,18,360,540,5,False,0.00821903168355309,39,20,564.3329173971958,2.9999999999999987,-2.9917809683164456,0.008219031683535008,0.0,14.511977715877437
9,19,378,567,5,False,0.00745537963080789,41,21,592.6645802713475,2.9999999999999956,-2.9925446203691877,0.00745537963081912,0.0,15.13262599469496
9,20,396,594,5,False,0.006793397120108402,43,22,620.9960163234864,2.9999999999999902,-2.993206602879882,0.0067933971201200715,0.0,15.756731875719218
9,21,414,621,5,False,0.0062158086887111885,45,23,649.327255161715,2.9999999999999942,-2.993784191311283,0.006215808688743209,0.0,16.383935151068535
9,22,432,648,5,False,0.005708857593282879,47,24,677.6583214507646,2.999999999999989,-2.994291142406706,0.00570885759329383,0.0,17.013921113689094
9,23,450,675,5,False,0.005261479651708534,49,25,705.9892359046869,3.000000000000002,-2.9947385203482937,0.005261479651702118,0.0,17.64641425389755
9,24,468,702,5,False,0.004864694810543746,51,26,734.3200160484537,2.9999999999999902,-2.9951353051894465,0.004864694810559037,0.0,18.281172788667437
9,25,486,729,5,False,0.004511153255994049,53,27,762.6506768094141,3.000000000000003,-2.995488846744009,0.004511153255987911,0.0,18.91798396334479
9,26,504,756,5,False,0.004194792785613188,55,28,790.981230981608,3.0000000000000147,-2.9958052072144015,0.004194792785588974,0.0,19.556660039761432
9,27,522,783,5,False,0.003910577332932874,57,29,819.311689593814,2.999999999999988,-2.996089422667055,0.003910577332947766,0.0,20.197034879872923
9,28,540,810,5,False,0.003654295400299379,59,30,847.6420622039052,3.0000000000000107,-2.9963457045997113,0.0036542954003015472,0.0,20.83896103896104
9,29,558,837,5,False,0.0034224032126806136,61,31,875.9723571361817,2.9999999999999942,-2.9965775967873136,0.0034224032127065846,0.0,21.482307291365032
9,30,576,864,5,False,0.003211901603869194,63,32,904.3025816741736,3.0000000000000075,-2.9967880983961384,0.0032119016038632936,0.0,22.12695652173913
9,31,594,891,5,False,0.0030202385914877006,65,33,932.632742218376,3.0000000000000084,-2.9969797614085207,0.003020238591466543,0.0,22.772803924574582
9,32,612,918,5,False,0.0028452316938714084,67,34,960.9628444161445,2.999999999999988,-2.9971547683061166,0.002845231693876031,0.0,23.419755463560218
9,33,630,945,5,False,0.0026850055456586475,69,35,989.2928932693044,3.000000000000007,-2.9973149944543485,0.002685005545635453,0.0,24.06772655007949
9,34,648,972,5,False,0.0025379414633142083,71,36,1017.6228932238291,3.0000000000000018,-2.9974620585366876,0.0025379414633110104,0.0,24.7166409067491
9,35,666,999,5,False,0.002402636415254289,73,37,1045.9528482449693,2.9999999999999813,-2.997597363584727,0.002402636415262623,0.0,25.36642958748222
9,36,684,1026,5,False,0.002277869443759961,75,38,1074.2827618805195,3.000000000000003,-2.997722130556243,0.0022778694437522763,0.0,26.017030130230406
9,37,702,1053,5,False,0.0021625740315887043,77,39,1102.6126373143452,3.0000000000000018,-2.997837425968413,0.0021625740315924158,0.0,26.668385822451445
9,38,720,1080,5,False,0.0020558152406100483,79,40,1130.9424774118806,2.9999999999999876,-2.9979441847593775,0.002055815240634926,0.0,27.320445062586927
9,39,738,1107,5,False,0.0019567707027756676,81,41,1159.272284758972,3.000000000000007,-2.9980432292972314,0.0019567707027704686,0.0,27.973160803521196
9,40,756,1134,5,False,0.0018647147393933139,83,42,1187.602061695163,3.0000000000000093,-2.998135285260616,0.0018647147393881984,0.0,28.626490066225166
9,41,774,1161,5,False,0.0017790050341179864,85,43,1215.9318103423411,3.00000000000001,-2.9982209949658922,0.0017790050341112795,0.0,29.280393513643613
9,42,792,1188,5,False,0.001699071400464991,87,44,1244.2615326294706,3.000000000000009,-2.998300928599544,0.0016990714004337037,0.0,29.934835076427998
9,43,810,1215,5,False,0.001624406276073742,89,45,1272.5912303140365,3.000000000000002,-2.9983755937239285,0.0016244062760827295,0.0,30.58978162340338
9,44,828,1242,5,False,0.0015545566473700312,91,46,1300.9209050006825,2.999999999999998,-2.9984454433526277,0.001554556647352451,0.0,31.245202670732347
9,45,846,1269,5,False,0.0014891171628854671,93,47,1329.2505581574746,2.999999999999996,-2.9985108828371105,0.0014891171628865086,0.0,31.901070124638046
9,46,864,1296,5,False,0.0014277242403402113,95,48,1357.5801911301285,3.0000000000000053,-2.998572275759665,0.0014277242403433496,0.0,32.55735805330243
9,47,882,1323,5,False,0.0013700510063969773,97,49,1385.9098051544931,3.000000000000003,-2.998629948993606,0.001370051006397269,0.0,33.214042484190045
9,48,900,1350,5,False,0.0013158029373792068,99,50,1414.2394013675446,3.0000000000000013,-2.998684197062622,0.0013158029373890783,0.0,33.87110122358176
9,49,918,1377,5,False,0.0012647140922426026,101,51,1442.5689808170746,2.999999999999982,-2.998735285907739,0.0012647140922524328,0.0,34.52851369555456
9,50,936,1404,5,False,0.0012165438475988388,103,52,1470.8985444702723,2.999999999999991,-2.9987834561523923,0.0012165438476059724,0.0,35.1862607980255
10,0,40,60,5,False,0.5857864376268962,7,7,59.73624075196632,2.999999999999996,-2.4142135623731,0.22988924952766088,0.0,3.9743589743589745
10,1,60,90,5,False,0.35424868893540706,9,9,91.78031113243426,3.000000000000001,-2.645751311064594,0.18003553835819477,0.0,4.80225988700565
10,2,80,120,5,False,0.20206734806817384,10,10,123.39569448834982,2.9999999999999902,-2.7979326519318164,0.15559327246978236,0.0,5.531645569620253
10,3,100,150,5,False,0.13014495531571724,12,11,155.02449529587852,2.9999999999999925,-2.869855044684275,0.13014495531571652,0.0,6.1878787878787875
10,4,120,180,5,False,0.09068708882359733,13,11,186.5862585192215,3.0000000000000013,-2.909312911176404,0.09068708882359253,0.0,6.787114845938375
10,5,140,210,5,False,0.06676365227595005,15,12,218.11903707338868,3.000000000000021,-2.933236347724071,0.06676365227592783,0.0,7.35251798561151
10,6,160,240,5,False,0.051183605233251495,16,12,249.63769205120573,3.0000000000000133,-2.948816394766762,0.051183605233242654,0.0,7.897798742138365
10,7,180,270,5,False,0.04047799752328407,18,13,281.14874700147834,2.9999999999999885,-2.9595220024767044,0.04047799752331563,0.0,8.436374922408442
10,8,200,300,5,False,0.032808387518477033,19,14,312.6553771541654,2.99999999999999,-2.9671916124815128,0.03280838751849223,0.0,8.974874371859297
10,9,220,330,5,False,0.0271273329558821,21,15,344.1592757906163,3.000000000000018,-2.972872667044136,0.027127332955886443,0.0,9.518472395184723
10,10,240,360,5,False,0.022802776913084077,23,15,375.66141713631043,2.9999999999999805,-2.9771972230868964,0.022802776913118314,0.0,10.0697350069735
10,11,260,390,5,False,0.019435075408659408,25,16,407.1623955518471,2.9999999999999964,-2.980564924591337,0.019435075408649336,0.0,10.62964062964063
10,12,280,420,5,False,0.016761550139280157,27,16,438.66258945208654,2.999999999999994,-2.9832384498607136,0.016761550139292494,0.0,11.19815668202765
10,13,300,450,5,False,0.014603811395318633,29,17,470.16224709558105,2.999999999999997,-2.9853961886046783,0.014603811395348738,0.0,11.774804905239687
